2025-08-06 10:38:25 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 51760
2025-08-06 10:38:25 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-08-06 10:38:25 0 [Note] InnoDB: Uses event mutexes
2025-08-06 10:38:25 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-08-06 10:38:25 0 [Note] InnoDB: Number of pools: 1
2025-08-06 10:38:25 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-08-06 10:38:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=86, page number=3] with future log sequence number 18770539
2025-08-06 10:38:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 18770263
2025-08-06 10:38:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 18769957
2025-08-06 10:38:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 18769957
2025-08-06 10:38:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 18758703
2025-08-06 10:38:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=13] with future log sequence number 18886376
2025-08-06 10:38:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=390] with future log sequence number 18758703
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 5651566 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 18177185 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=4] log sequence number 869342 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 2805996 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=424] log sequence number 2807551 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 18713593 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=412] log sequence number 18713593 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 18713648 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 18713648 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 18713687 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=323] log sequence number 18713687 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 18746305 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=387] log sequence number 18746305 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 18746344 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=411] log sequence number 18746344 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 18746399 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=422] log sequence number 18746399 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 18486651 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=423] log sequence number 18486651 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 18746438 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=358] log sequence number 18746438 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 18746477 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=385] log sequence number 18746477 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 18746516 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=427] log sequence number 18746516 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 18746555 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=409] log sequence number 18746555 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 18746594 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Page [page id: space=0, page number=431] log sequence number 18746594 is in the future! Current system log sequence number 300306.
2025-08-06 10:38:26 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
